Date,Treatment,Replicate,Family,Species,Length,Behaviour note,ID note,Transparency,Patch note,Replacement,Other,count
5/12/2022,W,2,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,W,2,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,W,2,Labridae,Halichoeres miniatus,3.5,,,,,,,1
5/12/2022,W,2,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,W,2,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
5/12/2022,W,2,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,W,2,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,W,2,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
5/12/2022,W,2,Siganidae,Siganus fuscescens,3.5,,,,,,,1
5/12/2022,W,2,Labridae,Stethojulis interrupta,5,,,,,,,1
5/12/2022,W,2,Labridae,Stethojulis interrupta,6,,,,,,,1
5/12/2022,W,2,Labridae,Stethojulis strigiventer,3,,,,,,,1
5/12/2022,DM,3,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DM,3,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,DM,3,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,DM,3,Labridae,Halichoeres miniatus,1.5,,,,,,,1
5/12/2022,DM,3,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,DM,3,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,DM,3,Lutjanidae,Lutjanus carponotatus,3,,,,,,,1
5/12/2022,DL,3,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DL,3,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DL,3,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,DL,3,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DL,3,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,DL,3,Lethrinidae,Lethrinus atkinsoni,4,,,,,,,1
5/12/2022,DL,3,Labridae,Stethojulis strigiventer,1,,,,,,,1
5/12/2022,DL,3,Blenniidae,Petroscirtes sp.,4,,,,,,,1
5/12/2022,DL,5,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DL,5,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DL,5,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DL,5,Labridae,Halichoeres miniatus,1.5,,,,,,,1
5/12/2022,DL,5,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DL,5,Siganidae,Siganus doliatus,2.5,,,,,,,1
5/12/2022,BQ,5,Labridae,Halichoeres miniatus,3,,,,6 flop,,,1
5/12/2022,BQ,5,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BQ,5,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,BQ,5,Labridae,Halichoeres miniatus,2,,,,,,,1
5/12/2022,BQ,5,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,BQ,5,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,BQ,5,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,BQ,5,Blenniidae,Petroscirtes sp.,4,,,,,,,1
5/12/2022,DM,5,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,DM,5,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,DM,5,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,DM,5,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,DM,5,Labridae,Halichoeres miniatus,1.5,,,,,,,1
5/12/2022,DM,5,Labridae,Halichoeres miniatus,1.5,,,,,,,1
5/12/2022,DM,5,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,DM,5,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,DM,5,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,DM,5,Blenniidae,Petroscirtes sp.,5,,,,,,,1
5/12/2022,DM,5,Blenniidae,Petroscirtes sp.,6,,,,,,,1
5/12/2022,DM,5,Pomacentridae,Pomacentrus chrysurus,2.5,,,,,,,1
5/12/2022,DM,5,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,DM,5,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,DM,5,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,BH,5,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BH,5,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,BH,5,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,BH,5,Labridae,Halichoeres miniatus,4.5,,,,,,,1
5/12/2022,BH,5,Siganidae,Siganus doliatus,2.5,,,,,,,1
5/12/2022,BH,5,Pomacentridae,Pomacentrus tripunctatus,3,,,,,,,1
5/12/2022,BH,5,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
5/12/2022,BH,5,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,BH,5,Lutjanidae,Lutjanus carponotatus,2.5,,,,,,,1
5/12/2022,W,5,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,W,5,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,W,5,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,W,5,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,W,5,Siganidae,Siganus doliatus,2.5,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,2,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,5,,,,,,,1
5/12/2022,W,5,Blenniidae,Petroscirtes sp.,6,,,,,,,1
5/12/2022,W,5,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
5/12/2022,W,5,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,W,5,Lethrinidae,Lethrinus variegatus,3,,,,,,,1
5/12/2022,W,5,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
5/12/2022,DM,4,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DM,4,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,DM,4,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,DM,4,Labridae,Halichoeres miniatus,6,,,,,,,1
5/12/2022,DM,4,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,DM,4,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,DM,4,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,DM,4,Lethrinidae,Lethrinus atkinsoni,2.5,,,,,,,1
5/12/2022,DM,4,Pomacentridae,Pomacentrus wardi,2,,,,,,,1
5/12/2022,DL,4,Labridae,Halichoeres miniatus,2,,,,,,,1
5/12/2022,DL,4,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,DL,4,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,DL,4,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,DL,4,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
5/12/2022,BH,4,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,BH,4,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BH,4,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,BH,4,Labridae,Halichoeres miniatus,2,,,,,,,1
5/12/2022,BH,4,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,BH,4,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,BH,4,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,BH,4,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,BH,4,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,BQ,4,Labridae,Halichoeres miniatus,2,,,,5 floppy,,,1
5/12/2022,BQ,4,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,BQ,4,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BQ,4,Lethrinidae,Lethrinus atkinsoni,7,,,,,,,1
5/12/2022,W,4,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,W,4,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,W,4,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,W,4,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,W,4,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,W,4,Siganidae,Siganus doliatus,2.5,,,,,,,1
5/12/2022,W,4,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,W,4,Lethrinidae,Lethrinus atkinsoni,6,,,,,,,1
5/12/2022,W,4,Blenniidae,Petroscirtes sp.,4,,,,,,,1
5/12/2022,W,4,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,W,4,Blenniidae,Petroscirtes sp.,4,,,,,,,1
5/12/2022,W,4,Labridae,Stethojulis strigiventer,2.5,,,,,,,1
5/12/2022,W,4,Siganidae,Siganus fuscescens,3.5,,Reticulated,,,,,1
5/12/2022,W,4,Mullidae,Parupeneus indicus,4,,,,,,,1
5/12/2022,BH,3,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,BH,3,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BH,3,Labridae,Halichoeres miniatus,6,,,,,,,1
5/12/2022,BH,3,Labridae,Halichoeres miniatus,1.5,,,,,,,1
5/12/2022,BH,3,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,BH,3,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
5/12/2022,BH,3,Lethrinidae,Lethrinus harak,12,defs using algae,,,,,,1
5/12/2022,BH,3,Labridae,Stethojulis interrupta,6,,,,,,,1
5/12/2022,BH,3,Labridae,Stethojulis interrupta,5,,,,,,,1
5/12/2022,BQ,3,Labridae,Halichoeres miniatus,4,,,,Mostly floppy,,,1
5/12/2022,BQ,3,Labridae,Halichoeres miniatus,6,,,,,,,1
5/12/2022,BQ,3,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,BQ,3,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BQ,3,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,BQ,3,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,BQ,3,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,BQ,3,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,6,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,1.5,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,W,3,Labridae,Halichoeres miniatus,2,,,,,,,1
5/12/2022,W,3,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,W,3,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,W,3,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,W,3,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,W,3,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
5/12/2022,W,3,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,W,3,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,W,3,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,W,3,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,W,3,Siganidae,Siganus doliatus,2.5,,,,,,,1
5/12/2022,W,1,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,W,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,W,1,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,W,1,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,W,1,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,W,1,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,W,1,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,W,1,Blenniidae,Petroscirtes sp.,3.5,,,,,,,1
5/12/2022,W,1,Blenniidae,Petroscirtes sp.,3.5,,,,,,,1
5/12/2022,W,1,Blenniidae,Petroscirtes sp.,2,,,,,,,1
5/12/2022,W,1,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,W,1,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,W,1,Blenniidae,Petroscirtes sp.,4,,,,,,,1
5/12/2022,W,1,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,W,1,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,W,1,Mullidae,Parupeneus indicus,4,,,,,,,1
5/12/2022,W,1,Labridae,Stethojulis interrupta,5,,,,,,,1
5/12/2022,BH,1,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,BH,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BH,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BH,1,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,BH,1,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
5/12/2022,BQ,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BQ,1,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,DL,1,Blenniidae,Petroscirtes sp.,3,,,,,,,1
5/12/2022,DL,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DL,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DL,1,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,DL,1,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,DL,1,Labridae,Halichoeres miniatus,2.5,,,,,,,1
5/12/2022,DL,1,Lethrinidae,Lethrinus genivittatus,2.5,,,,,,,1
5/12/2022,DM,1,Labridae,Halichoeres miniatus,2,,,,,,,1
5/12/2022,DM,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DM,1,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,DM,1,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,DM,1,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DM,1,Labridae,Halichoeres miniatus,6,,,,,,,1
5/12/2022,DM,1,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,DM,1,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,DM,1,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,DM,1,Siganidae,Siganus doliatus,3,,,,,,,1
5/12/2022,DM,1,Siganidae,Siganus doliatus,2.5,,,,,,,1
5/12/2022,DM,1,Siganidae,Siganus fuscescens,3,,,,,,,1
5/12/2022,DM,1,Labridae,Stethojulis interrupta,6,,,,,,,1
5/12/2022,DM,1,Lutjanidae,Lutjanus carponotatus,2.5,,,,,,,1
5/12/2022,DM,1,Labridae,Stethojulis interrupta,2.5,,,,,,,1
5/12/2022,DM,1,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
5/12/2022,BQ,2,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,BQ,2,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,BQ,2,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,BQ,2,Labridae,Halichoeres miniatus,5,,,,,,,1
5/12/2022,BQ,2,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,BQ,2,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
5/12/2022,BQ,2,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,DL,2,Labridae,Halichoeres miniatus,3,,,,,,,1
5/12/2022,DL,2,Labridae,Halichoeres miniatus,2,,,,,,,1
5/12/2022,DL,2,Labridae,Halichoeres miniatus,4,,,,,,,1
5/12/2022,DL,2,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DL,2,Labridae,Halichoeres miniatus,1,,,,,,,1
5/12/2022,DL,2,Labridae,Halichoeres miniatus,7,,,,,,,1
5/12/2022,DL,2,Siganidae,Siganus fuscescens,3,,,,,,,1
5/12/2022,DM,2,Blenniidae,Petroscirtes sp.,4,,,,,,,1
5/12/2022,DM,2,Blenniidae,Petroscirtes sp.,6,,,,,,,1
5/12/2022,DM,2,Blenniidae,Petroscirtes sp.,2,,,,,,,1
5/12/2022,DM,2,Blenniidae,Petroscirtes sp.,1.5,,,,,,,1
5/12/2022,DM,2,Blenniidae,Petroscirtes sp.,1,,,,,,,1
5/12/2022,DM,2,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
5/12/2022,DM,2,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
5/12/2022,DM,2,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
5/12/2022,DM,2,Siganidae,Siganus fuscescens,3,,,,,,,1
6/12/2022,BH,5,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,BH,5,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
6/12/2022,BH,5,Lethrinidae,Lethrinus atkinsoni,6,,,,,,,1
6/12/2022,BH,5,Labridae,Halichoeres miniatus,2,,,,,,,1
6/12/2022,BH,5,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,BH,5,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,BH,5,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,BH,5,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,BH,5,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
6/12/2022,BH,5,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
6/12/2022,BH,5,Pomacentridae,Pomacentrus tripunctatus,3,,,,,,,1
6/12/2022,BH,5,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
6/12/2022,DM,5,Labridae,Halichoeres miniatus,4,,,,,,,1
6/12/2022,DM,5,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,DM,5,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,DM,5,Labridae,Halichoeres miniatus,7,,,,,,,1
6/12/2022,DM,5,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
6/12/2022,DM,5,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
6/12/2022,DM,5,Labridae,Stethojulis interrupta,6,,,,,,,1
6/12/2022,DM,5,Pomacentridae,Pomacentrus chrysurus,2,,,,,,,1
6/12/2022,DM,5,Blenniidae,Petroscirtes sp.,3,,,,,,,1
6/12/2022,BQ,5,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,BQ,5,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,BQ,5,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,DL,5,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,DL,5,Lethrinidae,Lethrinus atkinsoni,8,,,,,,,1
6/12/2022,DL,5,Labridae,Halichoeres miniatus,7,,,,,,,1
6/12/2022,DL,5,Labridae,Halichoeres miniatus,6,,,,,,,1
6/12/2022,DL,5,Labridae,Halichoeres miniatus,2.5,,,,,,,1
6/12/2022,DL,5,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,DL,5,Siganidae,Siganus fuscescens,3.5,,,,,,,1
6/12/2022,DL,3,Siganidae,Siganus doliatus,2.5,,,,,,,1
6/12/2022,DL,3,Labridae,Halichoeres miniatus,7,,,,,,,1
6/12/2022,DL,3,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,DL,3,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,DL,3,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,DL,3,Blenniidae,Petroscirtes sp.,3,,,,,,maybe misentered - in Pomacentrus chrysurus row,1
6/12/2022,DL,3,Siganidae,Siganus fuscescens,4,,,,,,,1
6/12/2022,DM,3,Labridae,Halichoeres miniatus,6,,,,,,,1
6/12/2022,DM,3,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,DM,3,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,DM,3,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,DM,3,Labridae,Halichoeres miniatus,7,,,,,,,1
6/12/2022,DM,3,Labridae,Halichoeres miniatus,2.5,,,,,,,1
6/12/2022,DM,3,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,DM,3,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,DM,3,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
6/12/2022,DM,3,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
6/12/2022,DM,3,Siganidae,Siganus fuscescens,3,,,,,,,1
6/12/2022,W,2,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,W,2,Labridae,Halichoeres miniatus,4,,,,,,,1
6/12/2022,W,2,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,W,2,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,W,2,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,W,2,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
6/12/2022,W,2,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
6/12/2022,W,2,Labridae,Stethojulis interrupta,6,,,,,,,1
6/12/2022,W,2,Labridae,Stethojulis interrupta,5,,,,,,,1
6/12/2022,W,2,Labridae (Scarinae),Chlorurus sp.,4,,,,,,,1
6/12/2022,W,2,Labridae,Stethojulis strigiventer,3,,,,,,,1
6/12/2022,W,2,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
6/12/2022,W,2,Lethrinidae,Lethrinus atkinsoni,3,,,,,,,1
6/12/2022,W,2,Lethrinidae,Lethrinus atkinsoni,8,,,,,,,1
6/12/2022,W,2,Blenniidae,Petroscirtes sp.,2,,,,,,,1
6/12/2022,W,2,Blenniidae,Petroscirtes sp.,4,,,,,,,1
6/12/2022,BH,2,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,BH,2,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,BH,2,Labridae,Halichoeres miniatus,4,,,,,,,1
6/12/2022,BH,2,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,BH,2,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,BH,2,Labridae,Halichoeres miniatus,2,,,,,,,1
6/12/2022,BH,2,Labridae,Halichoeres miniatus,6,,,,,,,1
6/12/2022,BH,2,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,DM,2,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,DM,2,Labridae,Halichoeres miniatus,1,,,,,,,1
6/12/2022,DM,2,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,DM,2,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,DM,2,Labridae,Halichoeres miniatus,2,,,,,,,1
6/12/2022,DM,2,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,DM,2,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,DM,2,Pomacentridae,Pomacentrus tripunctatus,3,,,,,,,1
6/12/2022,DM,2,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
6/12/2022,DM,2,Siganidae,Siganus fuscescens,3,,,,,,,1
6/12/2022,DL,2,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,DL,2,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,DL,2,Labridae,Halichoeres miniatus,2,,,,,,,1
6/12/2022,DL,2,Labridae,Halichoeres miniatus,2.5,,,,,,,1
6/12/2022,DL,2,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,DL,2,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
6/12/2022,BQ,2,Labridae,Halichoeres miniatus,2,,,,,,,1
6/12/2022,BQ,2,Labridae,Halichoeres miniatus,6,,,,,,,1
6/12/2022,BQ,2,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,BQ,2,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,BQ,2,Pomacentridae,Pomacentrus tripunctatus,1.5,,,,,,,1
6/12/2022,BQ,2,Blenniidae,Petroscirtes sp.,2.5,,,,,,,1
6/12/2022,DM,1,Labridae,Halichoeres miniatus,1.5,,,,,,,1
6/12/2022,DM,1,Labridae,Halichoeres miniatus,7,,,,,,,1
6/12/2022,DM,1,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,DM,1,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,DM,1,Labridae,Halichoeres miniatus,5,,,,,,,1
6/12/2022,DM,1,Pomacentridae,Pomacentrus tripunctatus,2.5,,,,,,,1
6/12/2022,DM,1,Pomacentridae,Pomacentrus tripunctatus,3,,,,,,,1
6/12/2022,DM,1,Pomacentridae,Pomacentrus tripunctatus,2,,,,,,,1
6/12/2022,DM,1,Blenniidae,Petroscirtes sp.,3,,,,,,,1
6/12/2022,DM,1,Lethrinidae,Lethrinus variegatus,6,,,,,,,1
6/12/2022,DM,1,Lethrinidae,Lethrinus atkinsoni,2,,,,,,,1
6/12/2022,DM,1,Lethrinidae,Lethrinus atkinsoni,8,,,,,,,1
6/12/2022,DM,1,Lethrinidae,Lethrinus atkinsoni,7,,,,,,,1
6/12/2022,DM,1,Siganidae,Siganus doliatus,2.5,,,,,,,1
6/12/2022,DM,1,Siganidae,Siganus doliatus,3,,,,,,,1
6/12/2022,DM,1,Labridae,Stethojulis strigiventer,3.5,,,,,,,1
6/12/2022,DM,1,Siganidae,Siganus fuscescens,2.5,,"maze like, reticulated. Nose tubercles. Sometimes dark mid lateral",,,,,1
6/12/2022,DL,1,Labridae,Halichoeres miniatus,4,,,,,,,1
6/12/2022,BQ,1,Labridae,Halichoeres miniatus,3,,,,,,,1
6/12/2022,BQ,1,Blenniidae,Petroscirtes sp.,4,,,,,,,1
6/12/2022,BQ,1,Blenniidae,Petroscirtes sp.,4,,,,,,,1
6/12/2022,BQ,1,Blenniidae,Petroscirtes sp.,3,,,,,,,1
